GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendV,totalIncomeV,maxNumTransRec,type
99.254,94.118,38.123,79.017,151,134,17,1236,110,0,1,88.742,107022736.000,843590910.000,75495820.751,1595557247.445,2545803180000000000.000,3088335750000000000.000,14341045637,14341045637,8,N
31.217,0.000,13.078,0.000,32,31,1,12,12,0,0,96.875,1193548.400,0.000,395078.991,0.000,0.000,1424557740000.000,0,37000000,6,N
75.208,50.000,92.963,45.431,40,38,2,1538,81,0,0,95.000,163884224.000,1148999940.000,671417584.305,1043999968.000,1089935910000000000.000,2060388860000000000.000,2298000000,6227600002,2,N
98.773,96.602,79.596,69.893,145,112,33,633,107,0,1,77.241,1028733060.000,3491458820.000,3941498851.701,6317860204.776,39915360000000000000.000,45980376000000000000.000,115218138865,115218138865,5,N
97.939,95.692,56.888,58.625,207,165,42,1175,199,0,1,79.710,97162648.000,381372704.000,210590282.699,466076411.888,217227197000000000.000,298002561000000000.000,16017653918,16031833443,3,N
97.057,97.052,39.744,39.639,164,122,42,89,89,0,1,74.390,243926224.000,708547650.000,278304616.469,586171453.293,343596971000000000.000,559470068000000000.000,29759000000,29759000000,6,N
72.349,90.750,59.293,81.216,186,146,40,929,98,0,1,78.495,3990337020.000,14564726800.000,9393550809.234,29814621747.878,888911600000000000000.000,1000729300000000000000.000,582589000000,582589000000,20,N
99.430,99.279,81.021,81.073,16524,9736,6788,1250,772,1,1,58.920,1194185220.000,1712813180.000,6205938765.450,11284177558.411,127331370000000000000.000,127601650000000000000.000,11626615914816,11626623916816,102,N
98.113,90.909,37.088,66.013,64,53,11,1842,409,0,0,82.813,297679232.000,1434272640.000,212360833.327,2269417073.717,5150253800000000000.000,6442098600000000000.000,15777000000,15777000000,1,N
97.909,98.872,94.918,93.691,25433,17644,7789,2472,155,1,1,69.374,674419390.000,1527684480.000,12215671722.051,20630059953.184,425600540000000000000.000,426334950000000000000.000,11899040668475,11899111605765,393,N
99.838,99.596,63.324,75.685,1048,770,278,1881,1554,0,1,73.473,414853760.000,1149055870.000,687354623.970,3400482363.293,11563286000000000000.000,12102328000000000000.000,319437426009,319437426009,9,N
98.472,97.125,85.859,62.520,237,197,40,497,4,0,1,83.122,10158353.000,50029900.000,30708230.785,83561851.558,6982583300000000.000,8572319900000000.000,2001195950,2001195950,12,N
99.847,97.403,57.453,55.760,1011,935,76,1453,795,0,1,92.483,463223680.000,5698833400.000,710350640.005,7406084958.601,54850074000000000000.000,82261700000000000000.000,433111223047,433114324486,11,N
87.360,89.796,76.646,73.536,46,25,21,1,1,0,0,54.348,66599996.000,79285712.000,130826601.480,139498472.533,19459822500000000.000,19620748500000000.000,1665000000,1665000000,25,N
96.792,75.000,41.768,62.469,87,83,4,159,159,0,0,95.402,73084304.000,1516500100.000,93049958.074,1897800046.640,3601645230000000000.000,5685093600000000000.000,6066000000,6066000000,3,N
94.644,89.197,26.492,46.663,461,442,19,1722,88,0,1,95.879,39252384.000,903080830.000,49884537.102,782539964.721,612368810000000000.000,1358568660000000000.000,17158538674,17349548674,14,N
53.030,87.214,38.390,54.241,144,95,49,685,74,0,1,65.972,49111933000.000,95217000000.000,99938273902.702,148775114479.853,22134037000000000000000.000,24259711000000000000000.000,4665632683220,4665632683220,2,N
97.004,50.000,68.801,0.004,46,44,2,120,120,0,0,95.652,329100800.000,1003081860.000,1019963161.197,81888.006,6705645600.000,454250516000000000.000,2006163759,14480435199,1,N
91.322,79.167,29.640,32.879,34,22,12,26,26,0,0,64.706,152727264.000,279749984.000,81854183.998,230006558.585,52903015000000000.000,69037785000000000.000,3357000000,3360000000,3,N
88.889,87.603,43.012,37.485,32,21,11,19,19,0,0,65.625,14666667.000,28000000.000,11519479.446,22262892.077,495636340000000.000,673414100000000.000,308000000,308000000,3,N
98.640,99.107,87.473,86.880,27475,19904,7571,1671,1,1,1,72.444,355780256.000,935306880.000,4717463409.332,7979810433.387,63676360000000000000.000,64011267000000000000.000,7081124325240,7081171079355,469,N
93.926,81.633,48.474,65.035,52,45,7,1064,67,0,0,86.538,113853096.000,731912830.000,114617653.640,1018692843.962,1037735090000000000.000,1419732710000000000.000,5123389629,5123389629,2,N
95.582,75.000,44.041,29.174,103,99,4,572,117,0,1,96.117,243232320.000,6019999700.000,214405583.199,3154585916.586,9951413000000000000.000,43322456000000000000.000,24080000000,24080000000,5,N
79.947,0.000,50.986,0.000,40,39,1,1555,18,0,0,97.500,4128461.500,0.000,4745514.692,0.000,0.000,17044193900000.000,0,161010000,14,N
98.981,99.333,86.708,85.608,41793,31815,9978,2401,25,1,1,76.125,393921408.000,1255983620.000,4143035837.015,8048347422.715,64777950000000000000.000,65517340000000000000.000,12532171720685,12532439293731,657,N
0.000,2.146,0.001,1.123,6491,3264,3227,10,10,1,1,50.285,999957.100,1011423.700,42.875,114863.431,13193349100.000,13326052400.000,3264000000,3264000000,3263,N
75.148,0.000,91.181,0.000,27,26,1,699,1,0,0,96.296,84410.460,0.000,383176.852,0.000,0.000,7125126100.000,0,2194672,12,N
97.716,96.127,52.567,56.517,181,132,49,2051,308,0,1,72.928,550978240.000,1379187840.000,615696396.285,2042460765.247,4171645520000000000.000,4857577000000000000.000,67580213537,72729108072,3,N
98.294,97.872,58.663,56.943,1115,1068,47,1528,1342,0,1,95.785,117135664.000,2230113280.000,274149649.083,3258454020.134,10617522000000000000.000,15082202000000000000.000,104815315325,125100957123,8,N
97.778,90.944,83.324,90.628,458,402,56,209,127,0,1,87.773,197580368.000,1418345090.000,1201306322.672,5553873509.410,30845500000000000000.000,32335788000000000000.000,79427303068,79427303068,26,N
67.253,66.667,39.275,46.333,89,86,3,1913,676,0,0,96.629,17785930.000,41530000.000,20821511.987,35565832.855,1264928400000000.000,1828709560000000.000,124590000,1529590000,2,N
56.599,88.549,29.627,68.681,322,280,42,2055,805,0,1,86.957,104903760.000,536494944.000,96695892.556,1054134505.038,1111199640000000000.000,1297469760000000000.000,22532793000,29373084694,4,N
94.613,94.675,70.680,69.812,73,47,26,458,18,0,0,64.384,49022972.000,88618448.000,143697525.923,191109287.632,36522761000000000.000,38090562000000000.000,2304080042,2304080042,6,N
92.160,80.000,80.821,44.778,30,25,5,1148,172,0,0,83.333,272229504.000,1361011200.000,627024322.748,1174202625.436,1378751710000000000.000,2564197460000000000.000,6805055859,6805737902,2,N
95.238,89.256,45.637,46.743,32,21,11,21,21,0,0,65.625,904952380.000,1727636220.000,863794763.276,1629319526.228,2654682040000000000.000,3331491100000000000.000,19004000000,19004000000,2,N
94.183,88.889,52.535,37.666,28,19,9,2014,36,0,0,67.857,8722110500.000,13679777800.000,8377731210.822,9120666799.054,83186560000000000000.000,107765030000000000000.000,123118000000,165720101000,4,N
98.439,75.000,61.456,37.571,70,66,4,641,2,0,0,94.286,18570152.000,303907456.000,73145140.563,214336810.329,45940267000000000.000,127357634000000000.000,1215629747,1225630062,6,N
98.890,99.321,90.493,85.196,1189,907,282,482,107,0,1,76.283,6878361100.000,22122891300.000,33825296678.774,83558884992.600,6982090000000000000000.000,7214484600000000000000.000,6238653805105,6238653805105,21,N
97.092,98.081,78.145,79.931,2490,1461,1029,1459,540,1,1,58.675,93756216.000,133027224.000,355786032.581,489804267.878,239907665000000000.000,241451345000000000.000,136885006037,136977931932,99,N
98.023,98.724,85.198,85.653,13999,9056,4943,2358,36,1,1,64.690,332695328.000,609510140.000,2595363480.700,3727748256.765,13896053000000000000.000,13972534000000000000.000,3012787902194,3012836163484,282,N
84.722,74.074,60.823,60.627,33,24,9,3,3,0,0,72.727,253583312.000,676222210.000,326922896.117,905480777.501,819895380000000000.000,998519010000000000.000,6086000000,6086000000,19,N
99.587,97.151,50.346,68.488,880,843,37,883,454,0,1,95.795,106611912.000,2429020670.000,477769925.054,3851473095.480,14833848000000000000.000,20227427000000000000.000,89873756776,89873756776,16,N
87.245,66.667,63.169,32.318,31,28,3,980,51,0,0,90.323,82985688.000,774533120.000,108243017.530,460203568.508,211787328000000000.000,690025120000000000.000,2323599354,2323599354,3,N
98.870,98.801,38.951,40.398,276,187,89,142,142,0,1,67.754,115438528.000,242550592.000,83851410.556,261082714.211,68164180000000000.000,84321667000000000.000,21587000000,21587000000,8,N
99.313,99.456,86.003,81.393,18592,12132,6460,1455,1098,1,1,65.254,818889600.000,1537897090.000,5534709735.075,7835992135.476,61402684000000000000.000,61919877000000000000.000,9934815635387,9934842424563,62,N
79.778,74.074,34.677,57.227,39,30,9,505,80,0,0,76.923,109319664.000,364398880.000,117489825.885,523503172.862,274055558000000000.000,339120963000000000.000,3279590000,3279590000,2,N
93.100,82.000,18.065,78.713,56,46,10,139,139,0,0,82.143,96760832.000,445099936.000,36524074.718,1131997537.461,1281418540000000000.000,1402758860000000000.000,4451000000,4451000000,2,N
99.511,98.397,58.602,59.652,683,564,119,1195,545,0,1,82.577,245933600.000,1165601280.000,554671228.302,2101896005.648,4417965540000000000.000,5263755800000000000.000,138706553482,138706579482,9,N
93.120,84.375,47.533,37.059,33,25,8,65,65,0,0,75.758,88360000.000,276124992.000,91385285.468,185044884.758,34241611700000000.000,69497304000000000.000,2209000000,2209000000,3,N
98.166,0.000,56.398,0.000,144,143,1,1596,41,0,1,99.306,11203789.000,2000000.000,13523927.162,0.000,0.000,84709732000000.000,2000000,1602142154,11,N
98.854,99.301,94.992,94.296,23376,16721,6655,1625,26,1,1,71.531,1148164480.000,2884928510.000,48124750903.263,82597138405.340,6822834000000000000000.000,6824611000000000000000.000,19199524724099,19199632617854,288,N
96.240,75.000,38.210,49.450,68,64,4,50,50,0,0,94.118,22318732.000,296000000.000,17107609.640,266855954.586,71212104000000000.000,146113550000000000.000,1184000000,1428398675,4,N
97.259,80.000,16.765,63.646,51,46,5,232,163,0,0,90.196,955695490.000,7937600000.000,375591467.705,9915869571.208,98324470000000000000.000,147071480000000000000.000,39688000000,43962000000,3,N
95.892,0.000,37.238,0.000,60,59,1,813,629,0,0,98.333,438977280.000,0.000,317926935.031,0.000,0.000,192701061000000000.000,0,25899658275,1,N
96.748,97.859,93.178,92.835,10596,6733,3863,2358,36,1,1,63.543,1202330620.000,2095564800.000,9877846414.892,15527748128.327,241112800000000000000.000,241910260000000000000.000,8095112944058,8095157205348,166,N
93.096,96.384,75.939,67.193,120,81,39,481,191,0,1,67.500,542430460.000,1126586500.000,1132599382.574,1654677676.926,2737958780000000000.000,3079196060000000000.000,43936874323,43936874323,2,N
97.294,92.444,36.817,84.237,77,62,15,888,141,0,0,80.519,124404328.000,514204672.000,83507999.796,1338208360.642,1790801530000000000.000,1942746060000000000.000,7713070296,7713070296,3,N
91.032,94.183,64.423,52.269,123,104,19,413,91,0,1,84.553,702208450.000,3843666690.000,1460124434.899,4282779014.263,18342197000000000000.000,28210964000000000000.000,73029670100,73029670100,6,N
91.582,86.420,42.506,51.264,37,28,9,82,82,0,0,75.676,114464280.000,356111072.000,145138726.573,361003190.557,130323309000000000.000,188716516000000000.000,3205000000,3205000000,3,N
99.519,96.421,85.948,77.712,265,228,37,771,34,0,1,86.038,951020860.000,5860344800.000,5287726909.072,12243459082.774,149902300000000000000.000,174003730000000000000.000,216832749661,216832749661,7,N
97.889,98.808,85.665,86.864,2297,1369,928,563,0,1,1,59.599,861076990.000,1270042620.000,2680447763.562,4162642316.181,17327597000000000000.000,17494798000000000000.000,1178597842220,1178810842220,75,N
80.960,83.333,11.242,33.392,31,25,6,1047,49,0,0,80.645,101959984.000,424499968.000,28026387.566,271119745.992,73505917000000000.000,177537971000000000.000,2547000000,2549000000,2,N
98.925,99.369,86.442,85.903,43615,33428,10187,1625,26,1,1,76.643,366796192.000,1203578880.000,4400963421.303,9633787564.897,92810810000000000000.000,93512070000000000000.000,12260818650506,12260992777661,1071,N
91.155,0.000,33.211,0.000,32,31,1,25,25,0,0,96.875,8516129.000,264000000.000,5192245.880,0.000,0.000,65272010000000000.000,264000000,264000000,9,N
96.653,91.667,25.296,77.141,47,35,12,47,47,0,0,74.468,380600032.000,1110083330.000,174792154.123,2910330007.623,8470021300000000000.000,9002167300000000000.000,13321000000,13321000000,2,N
99.518,98.998,84.295,69.057,687,578,109,866,415,0,1,84.134,722144640.000,3829353220.000,2583251597.885,6538492636.692,42751875000000000000.000,52406608000000000000.000,417399431460,417399431460,19,N
95.418,98.491,84.090,75.844,251,143,108,920,21,0,1,56.972,10489311.000,13888626.000,30887121.977,32483445.086,1055174080000000.000,1066729420000000.000,1499971907,1499971907,19,N
98.084,98.603,85.642,85.057,15248,10022,5226,1914,0,1,1,65.727,220096912.000,422079072.000,5969799991.361,8278958297.501,68541607000000000000.000,68580235000000000000.000,2205769159986,2205776131986,325,N
96.649,66.667,17.983,62.278,163,160,3,312,77,0,1,98.160,62420928.000,3329116930.000,30422756.571,4351946176.782,18939435000000000000.000,29610737000000000000.000,9987350291,9987350291,9,N
98.120,96.022,74.140,67.451,165,138,27,234,131,0,1,83.636,133322424.000,681425660.000,527409665.820,1614858543.832,2607768350000000000.000,2908185440000000000.000,18398493681,18398493681,7,N
99.419,0.000,30.661,0.000,173,172,1,1569,3,0,1,99.422,8852095.000,0.000,4778201.800,0.000,0.000,78359590000000.000,0,1522560769,9,N
98.869,96.296,53.378,36.496,560,533,27,172,172,0,1,95.179,73907320.000,1171873790.000,226129036.598,935997888.970,876092030000000000.000,2081621800000000000.000,31640587259,39392587259,21,N
94.434,91.667,28.044,82.650,76,64,12,167,91,0,0,84.211,78450000.000,418399904.000,44140030.398,1131871085.778,1281132120000000000.000,1396698210000000000.000,5020798840,5020798840,2,N
98.836,99.260,94.887,94.854,22811,15508,7303,1579,30,1,1,67.985,879707070.000,1868054400.000,49528114150.060,77999760562.714,6084684500000000000000.000,6084511700000000000000.000,13642414928542,13642417238214,305,N
89.601,81.633,62.023,26.204,125,118,7,710,81,0,1,94.400,8632171.000,145513744.000,15205943.473,81641374.685,6665313600000000.000,25401879700000000.000,1018596171,1018596171,7,N
94.588,91.124,79.806,69.404,98,85,13,1089,173,0,0,86.735,39752364.000,259919296.000,119124253.436,381956802.105,145891002000000000.000,194364484000000000.000,3378950891,3378950891,8,N
96.315,87.500,20.809,54.150,92,84,8,1289,209,0,0,91.304,92576072.000,970543360.000,40913377.467,985180933.050,970581450000000000.000,1741408030000000000.000,7764346713,7776388734,4,N
94.847,98.891,20.339,36.985,401,294,107,419,419,0,1,73.317,106163144.000,291700672.000,70936028.336,199702072.972,39880910000000000.000,74305082000000000.000,31211969417,31211969417,4,N
85.559,80.000,11.561,15.314,92,87,5,943,722,0,0,94.565,528954432.000,4032505340.000,174617493.456,1184202285.470,1402335000000000000.000,13677206000000000000.000,20162528090,46019051598,2,N
98.796,97.965,88.653,81.159,1596,1195,401,816,750,1,1,74.875,628478080.000,1856105470.000,3974736206.145,5264002262.390,27709738000000000000.000,29216766000000000000.000,744297266550,751031958516,106,N
98.845,95.266,34.024,59.449,189,163,26,669,144,0,1,86.243,118164464.000,740800380.000,78129794.557,865705002.435,749445130000000000.000,1137120700000000000.000,19260810997,19260810997,5,N
94.551,97.633,48.995,65.200,489,404,85,2015,174,0,1,82.618,681825660.000,3073728510.000,802582444.518,4349024093.850,18914010000000000000.000,24635210000000000000.000,261266871978,275457798806,8,N
97.224,81.481,28.404,75.237,79,70,9,1474,36,0,0,88.608,111026472.000,863539070.000,59942445.630,1854486140.406,3439118710000000000.000,4005393870000000000.000,7771851224,7771851224,8,N
98.897,77.778,84.612,77.598,214,202,12,116,116,0,1,94.393,229654672.000,3865854210.000,1571597376.069,7506966134.200,56354545000000000000.000,69576493000000000000.000,46390248561,46390248561,20,N
98.580,99.089,88.317,87.394,38565,29586,8979,2358,36,1,1,76.717,338226016.000,1114408450.000,4599543611.668,9902377262.200,98055390000000000000.000,98661395000000000000.000,10006126447624,10006289132677,1025,N
98.737,97.209,53.218,63.580,193,144,49,489,126,0,1,74.611,327833376.000,963428540.000,422736663.714,2408945097.013,5803015700000000000.000,6206998800000000000.000,47208000000,47208000000,3,N
98.839,98.329,83.055,99.432,214,147,67,880,126,0,1,68.692,364136096.000,798925250.000,1059468389.606,3728047789.929,13898336000000000000.000,14087382000000000000.000,53528000768,53528000768,19,N
93.717,95.502,23.862,29.357,140,106,34,210,157,0,1,75.714,97904544.000,305231840.000,64486359.366,218503628.816,47743840000000000.000,90728444000000000.000,10377882014,10377882014,5,N
97.754,98.976,66.806,55.224,845,671,174,236,0,0,1,79.408,133543592.000,514987392.000,450068227.874,895610096.621,802117580000000000.000,947617050000000000.000,89607797132,89607797132,16,N
85.670,80.556,80.966,75.195,269,257,12,133,61,0,1,95.539,91011560.000,1941833090.000,553868770.254,3273955945.117,10718788000000000000.000,14144332000000000000.000,23302000000,23390000000,17,N
90.655,94.118,88.282,80.574,352,335,17,6,6,1,1,95.170,46047764.000,907411840.000,548526159.561,2326931218.596,5414608800000000000.000,6156555900000000000.000,15426000000,15426000000,334,N
90.755,95.455,97.472,84.614,221,199,22,718,5,0,1,90.045,85703480.000,775225340.000,733998830.412,2478802766.090,6144463000000000000.000,6619903900000000000.000,17054959627,17054987390,18,N
89.853,85.714,9.787,73.182,73,66,7,235,0,0,0,90.411,101696976.000,958857150.000,25307185.288,1682405774.898,2830489550000000000.000,3565212360000000000.000,6712000000,6712000000,3,N
97.843,98.570,87.679,86.552,25266,18364,6902,2472,155,1,1,72.683,210153280.000,559126020.000,3474504472.255,5951925522.506,35424780000000000000.000,35545738000000000000.000,3859074219631,3859154239121,585,N
96.609,91.837,66.341,77.479,55,41,14,478,111,0,0,74.545,115803048.000,339137504.000,252268273.609,672311914.720,452003286000000000.000,501881600000000000.000,4747924900,4747924900,2,N
98.050,83.951,54.976,62.603,64,55,9,920,77,0,0,85.938,5819248.500,35562076.000,10232665.915,43402434.409,1883771310000000.000,2768407070000000.000,320058684,320058684,8,N
94.491,93.000,54.197,19.187,81,61,20,45,45,0,0,75.309,44442620.000,135550016.000,43654952.174,68967002.980,4756447600000000.000,13057000200000000.000,2711000000,2711000000,9,N
98.177,98.477,72.566,70.100,450,269,181,57,39,0,1,59.778,255611968.000,379887392.000,529628645.464,765226231.875,585571310000000000.000,601015460000000000.000,68759611604,68759611604,36,N
96.878,94.650,96.641,89.609,167,140,27,1498,20,0,1,83.832,365313664.000,1894219520.000,2375332048.950,5707448658.250,32574970000000000000.000,34912522000000000000.000,51143925159,51143926159,7,N
98.858,98.894,86.184,85.677,5977,3380,2597,1251,291,1,1,56.550,1695446270.000,2206628350.000,9956704640.188,12293863855.991,151139290000000000000.000,151400750000000000000.000,5730605294100,5730605295100,66,N
92.541,95.148,73.562,77.729,2458,2393,65,503,0,1,1,97.356,70691960.000,2602571260.000,261060947.123,4981954925.118,24819876000000000000.000,31230295000000000000.000,169167142381,169167142381,646,N
91.042,98.594,90.237,73.955,603,523,80,985,302,0,1,86.733,401525952.000,2624977410.000,2085793839.932,5165998570.040,26687549000000000000.000,31631278000000000000.000,209998139532,209998139532,17,N
96.875,85.714,35.808,74.124,47,40,7,29,29,0,0,85.106,1004925120.000,5742428700.000,867740170.275,11209452430.224,125651840000000000000.000,148095750000000000000.000,40197000000,40197000000,5,N
92.889,90.909,28.794,46.380,41,30,11,72,72,0,0,73.171,88485544.000,241324240.000,49543389.489,225311803.763,50765405000000000.000,74125080000000000.000,2654566736,2654566737,3,N
98.616,99.038,90.594,88.629,22626,16268,6358,2361,39,1,1,71.900,516477344.000,1321448960.000,9182922048.051,14959970155.654,223799980000000000000.000,224451910000000000000.000,8401716232140,8401825195074,328,N
95.629,81.633,12.506,74.617,247,240,7,926,255,0,1,97.166,116526264.000,3995186690.000,116403714.373,6781991049.044,45995404000000000000.000,61039406000000000000.000,27966304940,27966304940,5,N
94.764,98.929,94.072,84.410,6776,6636,140,1621,886,1,1,97.934,1108423.600,52530508.000,14164057.548,146109370.474,21347933100000000.000,23992179100000000.000,7354274590,7355514530,112,N
97.872,50.000,28.413,16.923,49,47,2,1739,63,0,0,95.918,4471088.500,75611168.000,2226912.747,25591164.000,654907690000000.000,5715818200000000.000,151222325,210141180,8,N
91.124,74.740,85.769,89.134,30,13,17,1438,1,0,0,43.333,7839877100.000,5995200000.000,19057857690.826,16994187710.420,288802440000000000000.000,292205260000000000000.000,101918404326,101918404326,6,N
99.308,97.405,79.733,70.580,789,726,63,1657,1,0,1,92.015,26518606.000,302924832.000,131887080.828,583476602.952,340444878000000000.000,416845336000000000.000,19084262093,19252522485,9,N
41.353,16.266,33.108,22.017,768,451,317,357,357,0,1,58.724,4183766780.000,5952283600.000,5753967648.106,12539730721.465,157244380000000000000.000,160372580000000000000.000,1886872514450,1886872514450,47,N
99.507,97.503,43.425,59.325,727,669,58,2050,888,0,1,92.022,48938664.000,547149890.000,47430087.127,1011876712.889,1023893820000000000.000,1272109110000000000.000,31734694003,32739961974,7,N
95.532,90.606,92.724,93.957,864,812,52,2035,535,0,1,93.981,287023360.000,4417823700.000,1968500848.545,19216459334.366,369272120000000000000.000,386336100000000000000.000,229726697619,233062562291,9,N
99.458,99.716,80.059,80.505,2983,2233,750,522,480,0,1,74.858,178826560.000,532424384.000,1271931768.301,2239899240.253,5017145200000000000.000,5142174500000000000.000,399318618374,399318618374,30,N
96.409,66.667,26.325,44.212,74,71,3,278,53,0,0,95.946,152145920.000,3532601090.000,102431002.468,2880935911.895,8299791600000000000.000,19727268000000000000.000,10597802392,10802359124,3,N
99.020,97.674,32.463,47.439,360,317,43,468,114,0,1,88.056,118057416.000,870329790.000,87891335.244,889534235.553,791271240000000000.000,1357184930000000000.000,37424185272,37424185272,22,N
98.867,98.990,92.513,75.395,1833,1732,101,2120,2120,0,1,94.490,61975460.000,1060355900.000,484140442.892,2566463196.006,6586731100000000000.000,7583498300000000000.000,107095953412,107341872789,24,N
92.385,68.934,62.264,34.449,166,145,21,597,437,0,1,87.349,20696552.000,142904752.000,28549370.218,99173683.511,9835419300000000.000,24770266100000000.000,3001000000,3001000000,4,N
97.983,85.714,75.725,74.292,98,91,7,1597,90,0,0,92.857,93923752.000,1167110780.000,343434541.394,2031955837.236,4128844830000000000.000,5280574500000000000.000,8169775965,8547060228,13,N
84.298,92.000,83.509,82.468,64,44,20,306,66,0,0,68.750,293064384.000,644741820.000,754980341.322,1749873804.840,3062058520000000000.000,3185735160000000000.000,12894835000,12894835000,7,N
96.258,61.224,42.545,82.590,49,42,7,27,27,0,0,85.714,31785716.000,190714288.000,24106446.198,433150176.920,187619066000000000.000,212877374000000000.000,1335000000,1335000000,6,N
93.075,91.124,10.747,33.659,89,76,13,329,147,0,0,85.393,113115552.000,645846140.000,48464441.345,463263169.711,214612781000000000.000,498414668000000000.000,8396000000,8596782704,5,N
90.444,89.256,43.926,46.343,41,30,11,249,123,0,0,73.171,41600000.000,113454544.000,38638150.404,133165904.834,17733157600000000.000,22896232300000000.000,1248000000,1248000000,3,N
96.531,50.000,14.620,49.968,159,157,2,312,77,0,1,98.742,60417968.000,4742811600.000,17828481.082,4739811584.000,22465813000000000000.000,44390623000000000000.000,9485622515,9485622515,9,N
73.303,66.667,47.369,59.630,101,98,3,1179,1,0,1,97.030,958293950.000,31304278000.000,1535326128.000,38073211778.402,1449569500000000000000.000,2370448600000000000000.000,93912837074,93912837074,50,N
97.852,98.585,93.894,92.146,26019,18749,7270,2472,155,1,1,72.059,540734980.000,1394486020.000,6593853438.560,12512060371.348,156552850000000000000.000,157281700000000000000.000,10137784864710,10137863632963,393,N
94.720,94.500,71.573,65.722,45,25,20,1786,97,0,0,55.556,9074915300.000,10183639000.000,13787566536.846,13799460620.332,190425120000000000000.000,191654380000000000000.000,203672780875,226872890877,6,N
94.693,92.857,86.391,78.652,45,31,14,1928,26,0,0,68.889,1341970940.000,2971507200.000,4420117695.292,6335619924.051,40140080000000000000.000,42795464000000000000.000,41601105362,41601105362,1,N
99.333,94.500,65.790,45.113,217,197,20,187,187,0,1,90.783,144285984.000,1421217020.000,406341902.812,1194078493.167,1425823450000000000.000,3056376790000000000.000,28424341508,28424341508,7,N
92.920,95.833,89.595,67.379,296,260,36,1467,65,0,1,87.838,2002277.400,14460892.000,9699690.125,24490264.456,599773120000000.000,754990290000000.000,520592194,520592194,12,N
70.898,68.367,32.743,44.666,46,32,14,647,116,0,0,69.565,7646312.500,17477286.000,5139279.270,23606487.501,557266269000000.000,653914210000000.000,244682003,244682003,5,N
80.667,77.778,6.194,64.947,36,30,6,697,334,0,0,83.333,992750020.000,4963749900.000,205500227.714,6895603682.456,47549352000000000000.000,63318196000000000000.000,29782500000,29782500000,1,N
85.026,96.667,50.889,53.359,171,141,30,1012,569,0,1,82.456,191099120.000,898166020.000,299192826.245,1052263375.042,1107258100000000000.000,1607201780000000000.000,26944979703,26944979703,3,N
73.006,89.844,45.435,53.392,475,459,16,986,62,0,1,96.632,12246206.000,351312480.000,14714803.351,385780161.043,148826338000000000.000,263792321000000000.000,5621000000,5621000010,20,N
99.721,98.286,81.331,92.228,968,795,173,2034,1232,0,1,82.128,768361150.000,3530908420.000,7204118721.796,21407942125.473,458300160000000000000.000,465931800000000000000.000,610847135351,610847135351,28,N
96.337,80.000,92.678,49.257,97,92,5,858,122,0,0,94.845,316007008.000,5814530000.000,1736359126.740,5482634307.129,30059280000000000000.000,60293030000000000000.000,29072650439,29072650439,10,N
82.206,88.889,92.580,74.866,40,31,9,2090,1,0,0,77.500,15560156.000,53590536.000,58133187.819,97801612.095,9565155200000000.000,11011465100000000.000,482314838,482364838,3,N
99.221,98.916,55.649,77.852,1880,1777,103,1250,1250,0,1,94.521,62164224.000,1072484220.000,144771294.654,2743526925.957,7526941600000000000.000,8547686400000000000.000,110465878955,110465878955,13,N
95.486,96.857,89.210,88.540,8057,5027,3030,2358,36,1,1,62.393,620760450.000,1029867330.000,3010748251.995,4758557514.441,22643886000000000000.000,22810980000000000000.000,3120477367919,3120521629209,148,N
94.215,92.444,79.454,68.376,48,33,15,1229,97,0,0,68.750,308412224.000,678506880.000,680648070.663,1043560142.200,1089017750000000000.000,1225987760000000000.000,10177601892,10177602892,11,N
99.689,66.754,87.764,91.769,1243,994,249,1871,233,0,1,79.968,107851616.000,430249184.000,688499324.325,1847020471.177,3411487710000000000.000,3515424000000000000.000,107132047243,107204618168,9,N
85.069,90.741,52.923,38.558,42,24,18,1116,1,0,0,57.143,84920704.000,113092168.000,87129896.349,84365635.255,7117560200000000.000,7911190700000000.000,2035659030,2038097030,2,N
93.939,94.080,67.622,62.226,116,66,50,3,3,0,1,56.897,71212128.000,94000024.000,169856932.292,190765619.905,36391520000000000.000,36910812000000000.000,4700000000,4700000000,39,N
89.248,95.199,91.135,80.736,196,142,54,182,182,0,1,72.449,189754832.000,498984384.000,772681961.962,1191124036.337,1418776410000000000.000,1514399420000000000.000,26945155262,26945155262,7,N
99.002,98.657,70.281,68.650,323,235,88,171,124,0,1,72.755,225082432.000,601072580.000,1113187339.114,2375854850.302,5644686500000000000.000,5786054000000000000.000,52894383726,52894383726,6,N
89.031,90.000,40.646,45.281,38,28,10,869,29,0,0,73.684,6739102200.000,18869483500.000,5018283532.857,15865216806.572,251705100000000000000.000,398851200000000000000.000,188694829096,188694829096,2,N
99.871,99.087,58.104,52.357,1431,1062,369,2118,143,0,1,74.214,239741424.000,684012420.000,402574613.734,930220287.906,865309600000000000.000,1062686440000000000.000,252400526182,254605534162,6,N
98.559,94.531,58.834,39.921,139,107,32,498,101,0,1,76.978,139932592.000,432218560.000,199394298.301,326160118.666,106380413000000000.000,191811487000000000.000,13830993595,14972788966,5,N
