GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendV,totalIncomeV,maxNumTransRec,type
94.810,95.250,56.399,53.981,91,51,40,105,4,FALSO,FALSO,56.044,75393136.000,96126256.000,95186463.666,124389483.602,15472743200000000.000,15902603900000000.000,3845050000,3845050000,5,N
95.041,80.000,72.218,43.521,27,22,5,937,1,FALSO,FALSO,81.481,66763108.000,293757664.000,119488066.470,228994974.092,52438699000000000.000,103965232000000000.000,1468788399,1468788399,4,N
95.344,88.889,32.253,35.440,71,56,15,19,19,FALSO,FALSO,78.873,32160714.000,120066664.000,32737470.572,75748238.948,5737795000000000.000,13465252900000000.000,1801000000,1801000000,10,N
93.827,87.500,37.471,25.200,26,18,8,1630,86,FALSO,FALSO,69.231,39093756.000,87634584.000,29763260.735,39465199.363,1557501840000000.000,3913714590000000.000,701076739,703687712,1,N
98.990,98.595,41.484,47.646,194,119,75,436,5,FALSO,VERO,61.340,142998672.000,226891184.000,104425688.716,198121789.719,39252243000000000.000,46290200000000000.000,17016837435,17016837435,2,N
44.803,80.407,92.090,102.382,801,465,336,832,166,VERO,VERO,58.052,12204613.000,16890346.000,41892043.070,69585127.373,4842105900000000.000,4864030600000000.000,5675143944,5675143944,219,N
98.148,80.000,32.885,35.886,59,54,5,1538,1,FALSO,FALSO,91.525,6253883.500,57229516.000,4741062.059,39447916.015,1556138060000000.000,4154653670000000.000,286147600,337709718,1,N
91.156,91.156,29.834,29.834,42,21,21,693,21,FALSO,FALSO,50.000,108476184.000,108476200.000,77544221.865,77544224.848,6013106100000000.000,6013106100000000.000,2278000000,2278000000,3,N
92.222,90.278,23.488,48.669,42,30,12,43,43,FALSO,FALSO,71.429,92943872.000,232359680.000,46314217.696,287325560.344,82555963000000000.000,101992734000000000.000,2788316105,2788316105,2,N
95.833,95.000,50.528,42.801,44,24,20,36,36,FALSO,FALSO,54.545,464125024.000,556950020.000,427279900.098,422459762.908,178472246000000000.000,187088741000000000.000,11139000000,11139000000,2,N
95.673,75.000,18.472,31.489,39,35,4,37,37,FALSO,FALSO,89.744,50857144.000,445000000.000,17314144.271,252678649.672,63846501000000000.000,219195082000000000.000,1780000000,1780000000,2,N
93.500,88.889,10.929,37.754,49,40,9,1331,94,FALSO,FALSO,81.633,103652040.000,156111104.000,27057033.476,131370929.005,17258320000000000.000,20010276300000000.000,1405000000,4146082209,3,N
65.928,65.928,34.428,34.428,38,19,19,289,5,FALSO,FALSO,50.000,35000000.000,35000000.000,23786329.555,23786329.555,565789460000000.000,565789460000000.000,665000000,665000000,4,N
94.485,92.969,46.172,31.746,47,31,16,64,37,FALSO,FALSO,65.957,84612904.000,163937504.000,98883992.397,116502397.373,13572807500000000.000,19865198700000000.000,2623000000,2623000000,3,N
90.820,80.000,52.816,33.003,37,32,5,1345,30,FALSO,FALSO,86.486,9486984.000,60600000.000,10144654.613,35774851.502,1279839990000000.000,3892380150000000.000,303000000,303583500,3,N
99.121,87.500,44.240,36.668,175,167,8,78,78,FALSO,VERO,95.429,489981920.000,10090750000.000,395056370.935,7534599491.130,56770190000000000000.000,148944930000000000000.000,80726000000,81827000000,15,N
82.799,66.667,2.686,52.561,52,49,3,563,201,FALSO,FALSO,94.231,101858064.000,1663682180.000,8217900.759,1704946235.672,2906841840000000000.000,5346136700000000000.000,4991046682,4991046682,1,N
98.880,95.455,44.803,79.441,383,361,22,290,182,FALSO,VERO,94.256,5673599.500,93098608.000,4812386.096,201975277.654,40794016000000000.000,48437142000000000.000,2048169480,2048169480,11,N
95.880,88.000,21.587,68.976,57,47,10,305,82,FALSO,FALSO,82.456,118021280.000,554699970.000,52330573.368,918694166.178,843998940000000000.000,1034687170000000000.000,5547000000,5547000000,4,N
94.097,75.000,52.284,0.859,28,24,4,120,33,FALSO,FALSO,85.714,340791680.000,2044749950.000,396282304.589,31467238.392,990187130000000.000,2904463870000000000.000,8179000000,8179000000,5,N
2.816,83.333,11.230,43.249,76,70,6,848,130,FALSO,FALSO,92.105,5642857.000,65833332.000,5339972.602,50860649.502,2586805650000000.000,6209698600000000.000,395000000,395000000,6,N
80.073,72.314,64.495,77.025,55,33,22,1017,1,FALSO,FALSO,60.000,2831007.000,4238942.500,3914105.682,10196646.794,103971595000000.000,105953865000000.000,93256740,93423191,16,N
94.792,91.667,56.891,55.094,60,48,12,2077,42,FALSO,FALSO,80.000,45229164.000,180916688.000,49374520.183,192026349.200,36874120000000000.000,55285214000000000.000,2171000000,2171000000,15,N
99.030,96.875,45.201,77.671,146,114,32,2083,136,FALSO,VERO,78.082,2376818430.000,8467384300.000,1902800883.226,21323725597.843,454701300000000000000.000,491796200000000000000.000,270956337417,270957339523,3,N
82.851,88.000,31.658,56.627,54,44,10,138,138,FALSO,FALSO,81.481,65090904.000,286400032.000,38598644.690,373424504.133,139445863000000000.000,188423548000000000.000,2864000000,2864000000,2,N
92.444,91.667,71.141,64.358,27,15,12,77,77,FALSO,FALSO,55.556,27594068000.000,34492584000.000,45905405059.015,49019232731.542,2402885200000000000000.000,2450474700000000000000.000,413911000000,413911000000,7,N
96.326,91.667,26.307,32.961,47,35,12,166,3,FALSO,FALSO,74.468,164485744.000,479750016.000,95830316.023,276350057.294,76369355000000000.000,175760885000000000.000,5757000000,5757000000,10,N
70.222,77.344,56.812,60.236,31,15,16,251,47,FALSO,FALSO,48.387,1379999870.000,1293750020.000,2348105650.757,2300670697.623,5293085800000000000.000,5300523500000000000.000,20700000000,20700000000,2,N
97.485,92.857,61.327,62.851,66,52,14,426,0,FALSO,FALSO,78.788,68615848.000,250562832.000,90599032.200,328298996.953,107780237000000000.000,140884909000000000.000,3507879553,3568024030,3,N
91.556,91.556,38.237,38.237,30,15,15,31,3,FALSO,FALSO,50.000,80666672.000,80666656.000,56915922.396,56915922.396,3239422170000000.000,3239421910000000.000,1210000000,1210000000,2,N
90.535,75.000,44.524,28.226,31,27,4,683,80,FALSO,FALSO,87.097,10333333.000,69750000.000,8205689.083,37029549.012,1371187500000000.000,4901527300000000.000,279000000,279000000,3,N
98.061,97.619,42.021,37.272,99,57,42,77,77,FALSO,FALSO,57.576,259245648.000,351833344.000,207145878.936,270405684.347,73119233000000000.000,81691730000000000.000,14777000000,14777000000,3,N
98.876,80.000,16.006,17.690,94,89,5,65,65,FALSO,FALSO,94.681,6246687.000,108458904.000,1764152.109,33990173.764,1155331980000000.000,11602671600000000.000,542294558,555955159,9,N
91.837,91.837,50.004,50.004,28,14,14,17,17,FALSO,FALSO,50.000,100714280.000,100714280.000,90344467.326,90344467.326,8162122600000000.000,8162122600000000.000,1410000009,1410000009,2,N
95.652,66.667,17.296,50.988,26,23,3,663,12,FALSO,FALSO,88.462,3347546.000,25664520.000,1081091.563,27735075.761,769234480000000.000,1267281770000000.000,76993563,76993563,4,N
95.455,95.238,29.337,26.490,43,22,21,75,0,FALSO,FALSO,51.163,267499984.000,280238016.000,142939516.689,137375711.710,18872088400000000.000,19034345900000000.000,5885000000,5885000000,2,N
63.209,50.000,7.073,22.534,86,84,2,148,148,FALSO,FALSO,97.674,51523796.000,2113499900.000,14607138.327,952499968.000,907256180000000000.000,5159001500000000000.000,4227000000,4328000000,2,N
97.284,0.000,26.381,0.000,46,45,1,663,41,FALSO,FALSO,97.826,122888896.000,454000000.000,62573413.674,0.000,0.000,109634564000000000.000,454000000,5530000000,2,N
98.010,96.484,32.617,69.514,100,68,32,905,188,FALSO,FALSO,68.000,540313980.000,1148167170.000,319562955.752,1969953173.461,3880715570000000000.000,4250201230000000000.000,36741351028,36741351028,2,N
69.679,0.000,51.122,0.000,30,29,1,248,63,FALSO,FALSO,96.667,4011067.800,116320968.000,4155043.481,0.000,0.000,12613514700000000.000,116320970,116320970,6,N
84.835,94.331,64.831,72.510,182,161,21,958,481,FALSO,VERO,88.462,245923888.000,1885416060.000,364367599.925,4206505011.022,17694681000000000000.000,20382620000000000000.000,39593743372,39593743372,2,N
98.683,98.011,34.034,40.699,385,331,54,90,90,FALSO,VERO,85.974,80848920.000,495574144.000,64806346.078,360235756.233,129769808000000000.000,301766773000000000.000,26761000000,26761000000,22,N
96.667,88.889,34.902,59.708,39,30,9,134,134,FALSO,FALSO,76.923,826333310.000,2754444290.000,544375866.850,3151893437.520,9934432000000000000.000,13652045000000000000.000,24790000000,24790000000,2,N
74.365,83.333,38.219,29.974,208,202,6,931,41,FALSO,VERO,97.115,2554455.500,86000000.000,1952278.411,47346242.371,2241666780000000.000,9204826800000000.000,516000000,516000000,3,N
94.379,94.379,45.971,45.971,52,26,26,424,0,FALSO,FALSO,50.000,434741888.000,434741888.000,361104962.135,361104962.135,130396796000000000.000,130396796000000000.000,11303289236,11303289236,1,N
95.652,66.667,3.145,26.970,26,23,3,126,28,FALSO,FALSO,88.462,7260087300.000,55660663000.000,639940931.700,28182299017.955,794241950000000000000.000,3136858500000000000000.000,166982000000,166982000000,2,N
97.436,0.000,20.313,0.000,40,39,1,1144,13,FALSO,FALSO,97.500,2743588.200,0.000,1062081.024,0.000,0.000,7527276700000.000,0,106999927,7,N
88.435,81.633,42.328,59.944,28,21,7,1836,54,FALSO,FALSO,75.000,146666656.000,440000032.000,247002467.346,596938150.689,356335157000000000.000,442379639000000000.000,3080000000,3080000000,3,N
94.753,90.909,32.440,30.913,47,36,11,102,70,FALSO,FALSO,76.596,148903616.000,487321056.000,95824402.658,274035667.236,75095545000000000.000,189621896000000000.000,5360531291,5360531291,3,N
55.917,0.000,22.608,0.000,27,26,1,683,32,FALSO,FALSO,96.296,1576923.100,41000000.000,742815.705,0.000,0.000,1554178880000000.000,41000000,41000000,1,N
98.039,66.667,33.137,16.482,54,51,3,642,31,FALSO,FALSO,94.444,7036882.000,118846904.000,4216004.354,38135372.527,1454306660000000.000,13955787600000000.000,356540705,358880992,5,N
92.444,92.444,23.231,23.231,30,15,15,83,25,FALSO,FALSO,50.000,359400000.000,359400000.000,150903412.818,150903412.818,22771839300000000.000,22771839300000000.000,5391000000,5391000000,2,N
96.786,83.333,54.957,54.787,80,74,6,788,145,FALSO,FALSO,92.500,540864900.000,6670667300.000,718234706.026,7624395959.902,58131410000000000000.000,95705890000000000000.000,40024000000,40024000000,3,N
95.663,75.000,60.115,50.624,32,28,4,24,24,FALSO,FALSO,87.500,120142872.000,841000060.000,163431440.805,815564860.881,665146050000000000.000,1184781090000000000.000,3364000000,3364000000,13,N
96.881,95.455,43.874,32.810,68,46,22,1083,145,FALSO,FALSO,67.647,326913056.000,683545470.000,259895031.071,436829882.868,190820346000000000.000,318007041000000000.000,15038000000,15038000000,1,N
91.632,72.000,51.143,32.027,32,27,5,53,53,FALSO,FALSO,84.375,12000000.000,60200000.000,12202003.478,35244290.318,1242159970000000.000,3565399990000000.000,301000000,324000000,2,N
90.443,92.041,64.723,55.982,93,76,17,85,31,FALSO,FALSO,81.720,11684211.000,52117648.000,20347126.536,61846948.047,3825044990000000.000,5459907900000000.000,886000000,888000000,12,N
94.970,50.000,17.804,38.250,28,26,2,41,41,FALSO,FALSO,92.857,149269216.000,1940499970.000,51714123.716,1484499968.000,2203740160000000000.000,5412247600000000000.000,3881000000,3881000000,2,N
99.225,97.938,42.936,69.341,547,490,57,140,140,FALSO,VERO,89.580,156018336.000,1341210370.000,144939472.034,3817695122.527,14574796000000000000.000,15979477000000000000.000,76449000000,76449000000,22,N
97.619,75.000,22.028,62.930,46,42,4,70,70,FALSO,FALSO,91.304,8721333.000,91573992.000,3398953.568,124559124.802,15514975600000000.000,22379534800000000.000,366295969,366295969,8,N
96.786,89.074,58.447,82.927,123,92,31,74,74,FALSO,VERO,74.797,102967400.000,305580704.000,156318271.200,1051520947.627,1105695830000000000.000,1146748230000000000.000,9473000000,9473000000,9,N
99.654,99.648,58.943,48.572,1022,729,293,2135,243,FALSO,VERO,71.331,121953472.000,303381344.000,176326649.433,403949656.241,163175377000000000.000,196091491000000000.000,88890734790,88904105286,6,N
99.797,91.837,31.216,75.455,556,542,14,1951,408,FALSO,VERO,97.482,7244282.000,87386344.000,4007587.403,160808460.770,25859362400000000.000,32282108100000000.000,1223408724,3926404706,9,N
98.621,88.889,29.511,42.979,157,148,9,73,73,FALSO,VERO,94.268,387168832.000,6366777300.000,215656802.818,5405713438.374,29221738000000000000.000,64977460000000000000.000,57301000000,57301000000,5,N
95.836,85.714,19.311,63.706,81,74,7,98,36,FALSO,FALSO,91.358,97891904.000,1034857150.000,35349057.699,1329670413.551,1768023360000000000.000,2645927180000000000.000,7244000000,7244000000,4,N
93.272,0.000,76.514,0.000,52,51,1,2037,235,FALSO,FALSO,98.077,702980740.000,35852026000.000,1344277135.362,0.000,0.000,1235455500000000000000.000,35852027600,35852027600,2,N
38.000,0.000,34.359,0.000,31,30,1,24,24,FALSO,FALSO,96.774,1733333.400,0.000,1481740.672,0.000,0.000,3004444700000.000,0,52000000,8,N
99.281,75.000,25.348,43.693,143,139,4,486,36,FALSO,VERO,97.203,20728154.000,720303420.000,9609502.768,632714216.644,400327270000000000.000,889732850000000000.000,2881213744,2881213744,8,N
95.490,82.645,49.067,42.516,350,339,11,70,33,FALSO,VERO,96.857,17067850.000,526000000.000,55452641.590,405387805.351,164339261000000000.000,423351216000000000.000,5786000000,5786000000,19,N
95.833,75.000,12.357,40.867,28,24,4,5,5,FALSO,FALSO,85.714,10673837.000,64043020.000,2382217.543,54709275.977,2993104990000000.000,5841374600000000.000,256172072,256172072,8,N
86.281,66.667,89.906,48.349,45,42,3,929,48,FALSO,FALSO,93.333,24362966.000,341014848.000,68939196.974,305860316.971,93550530000000000.000,193818972000000000.000,1023044571,1023244571,3,N
97.323,97.323,40.821,40.821,82,41,41,695,37,FALSO,FALSO,50.000,133612432.000,133612448.000,98706065.328,98706064.231,9742885300000000.000,9742887400000000.000,5478110000,5478110000,3,N
98.973,87.500,3.454,70.499,370,362,8,633,154,FALSO,VERO,97.838,105034064.000,4752791000.000,12375535.092,8330517968.459,69397530000000000000.000,90999190000000000000.000,38022330943,38022330943,4,N
97.445,88.889,16.196,29.610,69,60,9,22,22,FALSO,FALSO,86.957,94400000.000,629333310.000,28321487.720,373476460.659,139484655000000000.000,425638371000000000.000,5664000000,5664000000,8,N
93.526,90.000,34.494,58.883,76,66,10,1084,75,FALSO,FALSO,86.842,3951112.800,26077346.000,2441609.087,31796332.818,1011006710000000.000,1500577020000000.000,260773457,260773457,9,N
68.757,93.827,58.706,63.282,181,163,18,1567,700,FALSO,VERO,90.055,182041312.000,1648485890.000,585954250.129,2089501916.701,4366018560000000000.000,6516478300000000000.000,29672744720,29672744720,9,N
80.469,0.000,47.434,0.000,33,32,1,815,1,FALSO,FALSO,96.970,9256250.000,0.000,8467435.322,0.000,0.000,85678163000000.000,0,296200000,2,N
86.883,44.444,2.283,61.338,39,36,3,155,41,FALSO,FALSO,92.308,104250000.000,1250999940.000,5051814.855,1627759840.461,2649602020000000000.000,3964636890000000000.000,3753000000,3753000000,3,N
73.600,50.000,4.320,4.542,27,25,2,478,53,FALSO,FALSO,92.593,98571360.000,1222000000.000,16213134.067,110999936.000,12320985600000000.000,1274412870000000000.000,2444000000,2464283824,2,N
99.049,98.393,65.988,56.071,210,136,74,1762,109,FALSO,VERO,64.762,638846910.000,1174097150.000,1027312933.115,1457981249.604,2125709470000000000.000,2412202340000000000.000,86883199621,86883199621,3,N
93.333,92.857,50.815,55.302,29,15,14,40,40,FALSO,FALSO,51.724,101666672.000,108928568.000,94556273.662,113424273.011,12865066700000000.000,12917801300000000.000,1525000000,1525000000,5,N
96.875,92.857,66.269,44.838,70,56,14,744,92,FALSO,FALSO,80.000,58184740.000,232738944.000,99425058.120,198528674.043,39413631000000000.000,69882820000000000.000,3258345694,3258345694,3,N
85.650,93.426,41.710,42.914,1301,1284,17,70,70,FALSO,VERO,98.693,6415050.000,484529408.000,6732179.009,372016937.889,138396594000000000.000,366989940000000000.000,8237000000,8237000000,37,N
92.383,96.680,61.207,67.652,340,308,32,1385,149,FALSO,VERO,90.588,42906628.000,412975392.000,53394682.461,1265723407.171,1602055790000000000.000,1739006690000000000.000,13215210845,13215210845,5,N
86.500,77.778,18.788,28.222,26,20,6,57,57,FALSO,FALSO,76.923,120000000.000,400000000.000,58481621.045,217665645.735,47378330000000000.000,125778332000000000.000,2400000000,2400000000,3,N
96.419,88.889,53.070,76.627,42,33,9,1068,22,FALSO,FALSO,78.571,19241624.000,70552616.000,20373992.654,154573582.218,23892993300000000.000,26525810400000000.000,634973653,634973653,3,N
97.222,0.000,16.362,0.000,37,36,1,73,73,FALSO,FALSO,97.297,2089663.100,0.000,657699.359,0.000,0.000,4366691990000.000,0,75227866,5,N
93.403,89.965,61.064,68.255,65,48,17,1141,7,FALSO,FALSO,73.846,1328333060.000,3750588160.000,2540732898.469,5546647585.347,30765299000000000000.000,36632618000000000000.000,63760000000,63760000000,1,N
93.750,92.308,31.541,39.454,29,16,13,24,24,FALSO,FALSO,55.172,59125000.000,72769232.000,32963758.508,57927214.072,3355562120000000.000,3541727210000000.000,946000000,946000000,1,N
88.889,88.889,48.940,48.940,30,15,15,8,8,FALSO,FALSO,50.000,40466668.000,40466668.000,48687939.301,48687939.301,2370515390000000.000,2370515390000000.000,607000000,607000000,11,N
90.226,75.000,28.891,42.330,105,101,4,422,290,FALSO,VERO,96.190,85753432.000,2165274620.000,58164013.417,1673299726.633,2799931920000000000.000,7124340600000000000.000,8661098565,8661098565,7,N
98.969,50.000,29.476,43.671,101,99,2,920,48,FALSO,VERO,98.020,2495228.200,123513808.000,1606698.996,107878432.000,11637756100000000.000,26283252100000000.000,247027612,247027612,9,N
96.627,81.633,50.338,45.123,101,94,7,270,137,FALSO,VERO,93.069,40905796.000,549306430.000,42918848.403,529840819.679,280731312000000000.000,539202495000000000.000,3845145067,3845145067,2,N
94.731,91.837,14.400,51.227,97,83,14,282,138,FALSO,FALSO,85.567,91230800.000,540868540.000,25170126.783,530715017.740,281658372000000000.000,483832567000000000.000,7572160660,7572160660,3,N
92.444,91.837,9.263,3.838,29,15,14,10,10,FALSO,FALSO,51.724,105466672.000,113000008.000,20287489.303,7819389.819,61142857000000.000,117893891000000.000,1582000000,1582000000,3,N
88.757,88.757,58.120,58.120,26,13,13,23,23,FALSO,FALSO,50.000,453461536.000,453461504.000,533448101.781,533448089.232,284566872000000000.000,284566872000000000.000,5895000000,5895000000,5,N
92.308,92.308,40.759,40.759,26,13,13,11,11,FALSO,FALSO,50.000,121307688.000,121307688.000,89079383.158,89079383.158,7935136200000000.000,7935136200000000.000,1577000000,1577000000,4,N
97.504,97.971,57.854,86.389,223,161,62,2070,1350,FALSO,VERO,72.197,53725152.000,139364768.000,88961015.161,377727476.441,142678058000000000.000,150012195000000000.000,8640615201,8649751353,3,N
0.000,14.201,0.000,6.593,27,14,13,2,2,FALSO,FALSO,51.852,100000000.000,107692304.000,0.000,26646935.501,710059290000000.000,769230790000000.000,1400000000,1400000000,11,N
96.770,80.000,73.859,43.447,72,67,5,230,48,FALSO,FALSO,93.056,720537280.000,9655199700.000,1554078780.121,7901748973.116,62437637000000000000.000,142265830000000000000.000,48276000000,48276000000,3,N
96.876,96.566,28.842,40.589,80,49,31,223,68,FALSO,FALSO,61.250,65367344.000,103322584.000,33135278.615,91587216.428,8388217700000000.000,9828816800000000.000,3203000000,3203000000,2,N
95.833,95.652,45.736,46.947,47,24,23,138,0,FALSO,FALSO,51.064,1241749890.000,1295739010.000,1249427432.590,1284414877.200,1649721810000000000.000,1652636350000000000.000,29802000000,29802000000,1,N
97.615,0.000,50.652,0.000,54,53,1,80,80,FALSO,FALSO,98.148,41866356.000,0.000,38163574.906,0.000,0.000,1752791720000000.000,0,2218916795,6,N
81.756,86.420,86.586,80.927,45,27,18,4,4,FALSO,FALSO,60.000,69444448.000,104166664.000,194291172.258,230289493.950,53033247000000000.000,54238879000000000.000,1875000000,1875000000,24,N
82.031,77.778,1.340,27.598,38,32,6,367,45,FALSO,FALSO,84.211,102625000.000,547333310.000,2546443.598,273404259.091,74749894000000000.000,272515383000000000.000,3284000000,3284000000,2,N
67.503,0.000,29.660,0.000,100,99,1,47,47,FALSO,FALSO,99.000,1964687.200,0.000,1290867.542,0.000,0.000,3859995950000.000,0,194504023,9,N
96.607,96.275,34.332,34.434,113,76,37,418,54,FALSO,VERO,67.257,55635836.000,114279024.000,34527913.463,71085335.306,5053124600000000.000,8492146800000000.000,4228323718,4228323718,6,N
94.558,81.726,27.651,90.224,75,42,33,691,89,FALSO,FALSO,56.000,231299488.000,294381120.000,189568661.895,1191496256.976,1419663440000000000.000,1423642300000000000.000,9714578760,9714578760,2,N
95.680,90.909,42.160,46.981,36,25,11,733,41,FALSO,FALSO,69.444,343989408.000,781794050.000,264083696.330,656259573.791,430676643000000000.000,622349560000000000.000,8599734736,8599734736,4,N
93.333,92.308,44.738,51.130,28,15,13,903,46,FALSO,FALSO,53.571,2409600000.000,2780307710.000,1900200260.737,2618522077.933,6856657900000000000.000,6994081400000000000.000,36144000000,36144000000,2,N
98.539,98.204,94.142,97.300,235,160,75,1867,26,FALSO,VERO,68.085,683795650.000,1458763140.000,4049831607.252,5877145832.717,34540841000000000000.000,35141414000000000000.000,109407229320,109407290136,9,N
13.265,13.265,3.202,3.202,28,14,14,31,31,FALSO,FALSO,50.000,51785716.000,51785716.000,6438484.420,6438484.420,41454093000000.000,41454093000000.000,725000000,725000000,10,N
96.676,87.500,20.606,66.067,46,38,8,1773,299,FALSO,FALSO,82.609,395221024.000,1877299710.000,177409424.646,3045686747.459,9276208000000000000.000,11472765000000000000.000,15018397574,15018397574,1,N
99.337,98.253,61.995,75.465,485,424,61,462,462,FALSO,VERO,87.423,279646080.000,1943770500.000,401170981.023,4363929289.737,19043884000000000000.000,21813187000000000000.000,118569986476,118569986476,6,N
98.367,98.312,55.877,55.297,128,65,63,140,140,FALSO,VERO,50.781,4807603.500,4960226.000,6314492.480,6364615.956,40508324000000.000,40531615000000.000,312494252,312494252,2,N
96.354,94.367,15.826,32.556,83,48,35,239,1,FALSO,FALSO,57.831,117493280.000,161133616.000,50603613.517,151592849.360,22980392200000000.000,24884870900000000.000,5639676608,5639676608,3,N
95.109,66.667,30.268,26.170,34,31,3,33,33,FALSO,FALSO,91.176,33774192.000,349000000.000,17846495.413,183482969.237,33666000200000000.000,133033305000000000.000,1047000000,1047000000,3,N
69.943,86.420,36.014,48.503,32,23,9,12,12,FALSO,FALSO,71.875,9521739.000,24333334.000,7733999.144,24463123.634,598444370000000.000,817827810000000.000,219000000,219000000,4,N
94.618,93.827,57.856,44.848,332,314,18,130,130,FALSO,VERO,94.578,14780299.000,257601024.000,34659669.377,210442501.011,44286043000000000.000,103247964000000000.000,4636818618,4641015159,19,N
93.553,77.778,57.099,42.652,33,27,6,92,5,FALSO,FALSO,81.818,32259260.000,145166672.000,36688469.958,114034229.754,13003804800000000.000,25751885200000000.000,870999999,870999999,10,N
73.959,0.000,37.591,0.000,36,35,1,21,21,FALSO,FALSO,97.222,2914285.800,0.000,2499959.120,0.000,0.000,8493061400000.000,0,102000000,3,N
89.280,83.333,45.899,31.015,31,25,6,29,29,FALSO,FALSO,80.645,33360000.000,139000000.000,30556020.683,78273026.431,6126667200000000.000,17286477800000000.000,834000000,834000000,6,N
96.667,0.000,94.241,0.000,31,30,1,824,1,FALSO,FALSO,96.774,70356.164,0.000,358360.079,0.000,0.000,4949989900.000,0,2110685,4,N
89.063,88.866,16.204,13.852,63,32,31,66,16,FALSO,FALSO,50.794,86093736.000,88870960.000,31531095.143,28800472.594,829467440000000.000,837180460000000.000,2755000000,2755000000,4,N
92.063,80.000,17.956,28.062,26,21,5,3,3,FALSO,FALSO,80.769,33666668.000,141400000.000,11373877.060,73005753.198,5329840200000000.000,16936308000000000.000,707000000,707000000,14,N
95.020,87.500,23.023,30.432,43,35,8,45,45,FALSO,FALSO,81.395,150371424.000,657875010.000,66832877.159,440395948.643,193948594000000000.000,451508471000000000.000,5263000000,5263000000,2,N
69.841,87.574,61.570,55.637,34,21,13,1851,115,FALSO,FALSO,61.765,33087306.000,53448724.000,50037936.812,58562199.145,3429531120000000.000,3844118670000000.000,694833456,694833456,2,N
98.089,75.000,33.097,53.430,73,69,4,55,55,FALSO,FALSO,94.521,26196350.000,451886880.000,15256393.929,450678405.496,203111031000000000.000,384323466000000000.000,1807547488,1807547488,9,N
60.651,91.667,80.761,69.317,38,26,12,1017,2,FALSO,FALSO,68.421,13595312.000,29456510.000,38454991.827,53520915.205,2864488440000000.000,3116066420000000.000,353478087,353478087,3,N
89.500,88.000,21.888,27.118,30,20,10,108,67,FALSO,FALSO,66.667,86750000.000,173500000.000,37642894.416,84349570.242,7114850600000000.000,14640412900000000.000,1735000000,1735000000,2,N
96.713,80.000,15.449,69.571,83,78,5,244,124,FALSO,FALSO,93.976,232923136.000,3633599740.000,66250838.259,5737129825.669,32914660000000000000.000,44479260000000000000.000,18168000000,18168000000,2,N
98.113,80.000,56.113,43.490,58,53,5,156,1,FALSO,FALSO,91.379,6114660.000,55505236.000,8076236.367,45968879.699,2113137870000000.000,4552567100000000.000,277526174,324077007,4,N
95.947,0.000,44.977,0.000,134,133,1,68,68,FALSO,VERO,99.254,29323302.000,0.000,31520740.640,0.000,0.000,859856010000000.000,0,3900000000,12,N
98.148,0.000,25.238,0.000,55,54,1,364,309,FALSO,FALSO,98.182,42076892.000,1408354.000,20765995.564,0.000,0.000,1653929760000000.000,1408354,2272152372,7,N
96.986,83.333,7.940,47.291,144,138,6,52,52,FALSO,VERO,95.833,120384032.000,2768833540.000,18831565.569,2531375927.933,6407864200000000000.000,13422147000000000000.000,16613000000,16613000000,7,N
96.324,94.649,43.311,83.418,96,67,29,733,364,FALSO,FALSO,69.792,122592496.000,283231008.000,100483647.548,690622805.041,476959795000000000.000,502764577000000000.000,8213699430,8213699430,7,N
99.682,95.652,60.001,65.337,337,314,23,725,565,FALSO,VERO,93.175,65932008.000,900115140.000,143432006.271,1450431814.918,2103752770000000000.000,2799613890000000000.000,20702647182,20702647182,6,N
88.880,90.859,95.224,89.008,69,50,19,248,65,FALSO,FALSO,72.464,372059968.000,979105150.000,2230861846.075,3536255475.333,12505105000000000000.000,12873607000000000000.000,18603000000,18603000000,8,N
89.029,97.653,66.406,72.432,578,523,55,1565,839,FALSO,VERO,90.484,98935976.000,940791040.000,524853245.239,1614639221.882,2607059720000000000.000,3315780450000000000.000,51743502443,51743502443,3,N
95.720,94.202,90.168,83.222,1160,845,315,969,125,VERO,VERO,72.845,322636352.000,865480770.000,1737022283.319,2797985454.481,7828722400000000000.000,8123406300000000000.000,272626468240,272626508240,164,N
92.969,90.278,76.689,71.013,28,16,12,503,3,FALSO,FALSO,57.143,32360724500.000,43147633000.000,59577783548.553,67192516666.865,4514834000000000000000.000,4631191400000000000000.000,517771590480,517771590480,3,N
94.379,94.379,42.187,42.187,52,26,26,106,23,FALSO,FALSO,50.000,462815744.000,462815776.000,359108569.382,359108578.406,128958970000000000.000,128958970000000000.000,12033210000,12033210000,3,N
90.586,91.016,86.983,80.767,104,72,32,117,117,FALSO,VERO,69.231,452305504.000,1017687490.000,1308063530.230,3321848872.688,11034680000000000000.000,11354338000000000000.000,32566000000,32566000000,41,N
97.059,87.500,43.638,51.762,42,34,8,1413,33,FALSO,FALSO,80.952,17652406.000,75022736.000,15912432.787,76405308.646,5837771600000000.000,9129125900000000.000,600181862,600181862,7,N
