GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,type
98.04,92.59,24.88,61.05,130,112,18,52,23,0,167,148,FALSO,VERO,86.15,382794560.00,2381833220.00,176129981.34,2928413663.91,8575606300000000000.00,12571762000000000000.00,42873000000,42873000000,1885.07,1070.35,3,20105000000,9027.00,115590.00,500546.00,N
85.94,87.11,28.51,26.63,31,16,15,16,30,0,1,0,FALSO,FALSO,51.61,49000000.00,52266668.00,25651510.68,25042541.58,627128910000000.00,637800030000000.00,784000000,784000000,30.24,30.28,16,0,548.00,1552.00,3439.00,N
2.21,0.00,99.22,0.00,720,719,1,712,1,0,1526,1526,VERO,VERO,99.86,621286.94,13000000.00,7696472.52,0.00,0.00,153232538000000.00,13000000,446711000,0.00,75.69,422,13000000,76476286.00,76476286.00,76476286.00,N
93.83,88.89,30.20,49.57,27,18,9,18,18,0,583,86,FALSO,FALSO,66.67,320111104.00,640222210.00,181950203.47,593745679.76,352533905000000000.00,455005056000000000.00,5762000000,5762000000,962.99,944.00,2,1429000000,3320.00,648915.00,2655558.00,N
93.52,83.33,46.34,34.98,47,41,6,37,6,0,920,920,FALSO,FALSO,87.23,20829268.00,94333336.00,18879466.76,65234619.30,4255555330000000.00,9658403300000000.00,566000000,854000000,4379.16,134.66,3,303000000,75372986.00,75372986.00,75372986.00,N
91.94,91.67,44.36,58.97,64,52,12,22,14,0,908,877,FALSO,FALSO,81.25,143902000.00,623575230.00,272881379.60,810224648.79,656463970000000000.00,886550450000000000.00,7482902918,7482902918,5447.64,1122.30,2,2813352804,433.00,6510373.00,71372555.00,N
95.86,85.71,63.01,46.62,33,26,7,23,7,0,742,65,FALSO,FALSO,78.79,305823072.00,1135914370.00,407135535.61,967834975.20,936704540000000000.00,1625756170000000000.00,7951400000,7951400000,2642.48,259.25,4,2565000000,1276.00,203721.00,1077902.00,N
99.19,96.44,75.07,58.64,190,160,30,158,19,0,1356,864,FALSO,VERO,84.21,963213120.00,5137136600.00,1862521904.03,7632081755.45,58248682000000000000.00,75670310000000000000.00,154114080144,154114080144,648981.26,568663.39,4,40922322164,0.00,1886083.00,41731435.00,N
96.55,0.00,31.40,NaN,30,29,1,26,0,0,21,21,FALSO,FALSO,96.67,16250473.00,0.00,8904455.12,0.00,0.00,264077876000000.00,0,471263699,0.00,54.25,8,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
93.06,93.47,51.78,49.72,164,84,80,50,92,0,33,14,FALSO,VERO,51.22,14119046.00,14825002.00,27792773.15,28310233.89,801468680000000.00,801967570000000.00,1186000000,1186000000,242.65,223.98,7,74000000,0.00,8254.00,28979.00,N
96.16,84.38,29.75,61.88,43,35,8,34,9,0,565,428,FALSO,FALSO,81.40,152713952.00,1030771780.00,156705906.83,1262750913.75,1594539800000000000.00,2365525330000000000.00,8246174963,5344988324,1254.84,324.71,4,3750102734,32079.00,1561307.00,5508914.00,N
97.38,86.42,40.30,34.43,67,58,9,58,10,0,1834,1832,FALSO,FALSO,86.57,60047944.00,309256224.00,42409124.07,187234974.45,35056940400000000.00,97161704000000000.00,2783305894,3482781150,8538.75,599.78,4,500000000,1860.00,13615328.00,81278929.00,N
85.12,92.19,81.08,74.04,38,22,16,22,25,6,1,0,FALSO,FALSO,57.89,646045440.00,888312450.00,1276926515.71,1423653541.29,2026789290000000000.00,2085482870000000000.00,14213000000,14213000000,13.79,13.79,22,0,0.00,764.00,2725.00,N
97.86,91.36,67.94,40.19,76,58,18,48,22,2,702,701,FALSO,FALSO,76.32,5083097.50,16378873.00,8987317.17,12026710.25,144641765000000.00,272236267000000.00,294819674,294819674,277.26,212.53,2,40076960,0.00,4104196.00,48612757.00,N
97.71,97.37,20.25,47.52,175,137,38,132,68,2,686,658,FALSO,VERO,78.29,421023360.00,1517900800.00,162839391.58,1761624817.82,3103322370000000000.00,4306462140000000000.00,57680225000,57680225000,6787.39,5131.01,3,10515000000,2347.00,324768.00,2347668.00,N
91.49,90.39,5.27,7.83,150,78,72,16,103,0,438,114,FALSO,VERO,52.00,96751160.00,104813752.00,20243496.08,27566784.85,759927620000000.00,824933090000000.00,7546590188,7546590188,673.53,666.38,2,207366235,2442.00,99543.00,318898.00,N
97.15,83.33,43.73,69.23,74,68,6,55,6,0,38,35,FALSO,FALSO,91.89,91602952.00,1000333310.00,91326361.79,1625120939.88,2641018130000000000.00,3466808820000000000.00,6002000000,6229000000,48.57,52.74,9,4359000000,2966.00,18581.00,30239.00,N
0.00,85.71,0.00,78.36,8,1,7,0,10,0,290,249,FALSO,FALSO,12.50,8614891.00,1737167490.00,0.00,3476481866.70,12085927000000000000.00,15073821000000000000.00,12160171240,8614891,328.74,0.02,1,11419000000,2644155.00,2644155.00,2644155.00,N
92.33,66.67,30.82,15.95,40,37,3,37,6,0,64,63,FALSO,FALSO,92.50,12540541.00,154666672.00,6820456.49,48992062.85,2400222070000000.00,22600055600000000.00,464000000,464000000,64.61,75.88,2,193000000,4935.00,667065.00,1888939.00,N
95.75,80.00,31.51,67.27,32,27,5,27,9,0,74,73,FALSO,FALSO,84.38,130333336.00,703800000.00,79213727.14,1048463930.23,1099276540000000000.00,1428140540000000000.00,3519000000,3519000000,448.86,563.36,2,2774000000,24022.00,792545.00,2252901.00,N
0.00,93.33,0.00,75.26,16,1,15,0,92,0,300,300,FALSO,FALSO,6.25,162033536.00,847883010.00,0.00,1900034358.51,3610130710000000000.00,4080520200000000000.00,12718245630,162033530,811.52,13.45,1,7805255815,1826088.00,1826088.00,1826088.00,N
87.40,87.40,49.54,49.54,86,43,43,9,40,1,60,57,FALSO,FALSO,50.00,11302326.00,11302326.00,11304526.53,11304526.53,127792348000000.00,127792348000000.00,486000000,486000000,39.28,20.77,6,46000000,506.00,29717.00,115963.00,N
96.22,85.71,9.50,46.97,37,30,7,30,11,0,69,68,FALSO,FALSO,81.08,988866750.00,4238000380.00,264577115.96,3657276282.54,13375670000000000000.00,23932535000000000000.00,29666000000,29666000000,584.25,275.37,1,11442000000,6843.00,84738.00,229761.00,N
94.32,90.00,21.79,45.18,54,44,10,35,13,0,92,85,FALSO,FALSO,81.48,50727272.00,223200000.00,20279146.97,199788287.95,39915356000000000.00,69662196000000000.00,2232000000,2232000000,46.26,25.83,3,628000000,4816.00,274074.00,1121074.00,N
98.75,98.70,43.92,46.32,165,84,81,80,78,1,95,69,FALSO,VERO,50.91,706810500.00,732988740.00,1070824479.42,1105615495.93,1222385760000000000.00,1223070900000000000.00,59372082430,59372082430,1381.84,1063.57,6,8450000000,1189.00,30124.00,86830.00,N
0.00,0.00,0.00,0.00,2,1,1,0,2,0,19,19,FALSO,FALSO,50.00,540068160.00,9767302100.00,0.00,0.00,0.00,85141850000000000000.00,9767301653,540068174,0.00,15.55,1,9767301653,1631120.00,1631120.00,1631120.00,N
15.04,83.33,7.95,47.09,31,25,6,25,7,1,131,130,FALSO,FALSO,80.65,4602401800.00,19176667100.00,1348339101.88,17419985864.28,303455920000000000000.00,515865100000000000000.00,115060000000,115060000000,1032.18,158.30,3,55010000000,0.00,2972644.00,8013781.00,N
91.98,91.35,88.63,87.97,35,18,17,18,21,0,191,147,FALSO,FALSO,51.43,2870555650.00,3039411710.00,8047883272.51,8250158109.43,68065110000000000000.00,68093626000000000000.00,51670000000,51670000000,33.73,32.20,4,30230000000,105336.00,1554291.00,5342123.00,N
29.01,49.22,14.81,25.90,34,18,16,9,22,2,139,4,FALSO,FALSO,52.94,84999992.00,95624992.00,33665016.46,52526035.21,2758984450000000.00,2871875250000000.00,1530000000,1530000000,39.64,14.94,11,100000000,424.00,2302.00,5744.00,N
95.24,94.74,53.86,49.88,40,21,19,21,18,2,265,36,FALSO,FALSO,52.50,4347880400.00,4805553200.00,4421588913.63,4454935738.93,19846453000000000000.00,20055917000000000000.00,91305500000,91305500000,5613.74,5607.99,2,14650000000,2210.00,154056.00,614180.00,N
93.75,93.75,29.58,29.58,32,16,16,16,16,0,10,0,FALSO,FALSO,50.00,650124860.00,650124930.00,349775262.67,349775262.67,122342728000000000.00,122342728000000000.00,10402000000,10402000000,766.01,745.41,3,0,227.00,1935.00,17836.00,N
80.12,96.36,8.51,66.86,273,242,31,221,43,0,908,884,FALSO,VERO,88.64,106805664.00,832870980.00,27557293.58,1467116855.57,2152431860000000000.00,2679602470000000000.00,25819000000,25847000000,68354.86,2874.98,2,12625000000,305.00,810299.00,10832903.00,N
98.95,97.93,32.53,52.85,190,138,52,123,70,1,900,377,FALSO,VERO,72.63,276789856.00,734557760.00,156809930.78,766899673.12,588135020000000000.00,797686750000000000.00,38197000000,38197000000,4315.55,3663.84,3,3151000000,548.00,183061.00,4811669.00,N
98.09,95.65,40.15,57.05,104,81,23,81,32,1,715,328,FALSO,VERO,77.88,95078640.00,334842176.00,106510922.92,519278678.28,269650330000000000.00,327136870000000000.00,7701370000,7701370001,1127.92,1227.03,2,2557000000,0.00,45840.00,382050.00,N
91.12,91.12,36.12,36.12,26,13,13,12,23,0,354,82,FALSO,FALSO,50.00,2264427520.00,2264427520.00,1465377196.72,1465377196.72,2147330540000000000.00,2147330540000000000.00,29437559412,29437559412,1843.16,1532.11,2,5000000000,1348.00,517684.00,1733619.00,N
0.00,12.07,0.00,5.67,64,33,31,1,10,0,1,0,FALSO,FALSO,51.56,25000000.00,26612904.00,0.00,6141752.50,37721112000000.00,40322583000000.00,825000000,825000000,2.31,2.31,33,0,0.00,529.00,2344.00,N
91.84,91.67,68.05,66.52,26,14,12,14,23,1,1524,1523,FALSO,FALSO,53.85,45763028.00,53390196.00,76073153.06,81318894.15,6612762000000000.00,6670937300000000.00,640682368,640682368,653.20,60.93,2,299000000,10307.00,11632051.00,53727953.00,N
90.53,80.00,75.81,54.69,31,26,5,26,5,0,127,110,FALSO,FALSO,83.87,1325460990.00,6892399600.00,2601621541.12,7157604248.11,51231300000000000000.00,82222100000000000000.00,34462000000,34462000000,408.86,243.23,2,17779000000,230767.00,444189.00,665196.00,N
98.47,94.78,26.59,56.35,95,74,21,74,27,0,130,98,FALSO,FALSO,77.89,294986432.00,1039476160.00,139486073.43,1212065344.58,1469102430000000000.00,2023367340000000000.00,21829000000,21829000000,1523.89,1053.18,2,4683000000,0.00,80177.00,739353.00,N
96.28,80.00,10.12,31.17,123,118,5,118,6,1,698,645,FALSO,VERO,95.93,120550824.00,2822400000.00,48540321.18,1586651505.69,2517462990000000000.00,9817451000000000000.00,14112000000,14225000000,11913.96,982.41,3,5018000000,32522.00,6146229.00,30056876.00,N
97.60,94.74,28.60,58.49,73,54,19,54,28,0,84,83,FALSO,FALSO,73.97,704037120.00,2000947580.00,362837177.24,2833785940.45,8030341400000000000.00,9712319000000000000.00,38018000000,38018000000,255.88,165.57,7,9987000000,5210.00,134888.00,976656.00,N
88.78,87.50,4.37,50.70,46,38,8,2,14,0,49,47,FALSO,FALSO,82.61,105368416.00,500500032.00,12699815.69,495577215.23,245596778000000000.00,401725746000000000.00,4004000000,4004000000,576.52,272.24,2,1359000000,1158.00,136412.00,552384.00,N
94.79,91.12,24.55,44.81,37,24,13,24,21,0,321,320,FALSO,FALSO,64.86,103625000.00,191307664.00,45147732.04,162740657.19,26484520700000000.00,34172778400000000.00,2487000000,2487000000,360.22,364.26,2,641000000,12827.00,785279.00,2939847.00,N
91.12,98.44,58.69,56.90,77,13,64,6,106,0,2131,2131,FALSO,FALSO,16.88,53084496.00,252176592.00,61387758.41,330047635.29,108931409000000000.00,148569121000000000.00,16139302999,690098417,3543.64,57.78,5,1973604442,11446.00,112386.00,213326.00,N
98.89,83.33,31.85,34.91,116,110,6,110,9,0,2269,2269,FALSO,VERO,94.83,66539992.00,183493184.00,38931860.65,146477083.03,21455537000000000.00,35133586200000000.00,1100959097,7319397992,14987.52,910.12,3,501000000,21631.00,15583408.00,36616198.00,N
90.86,85.71,30.31,30.60,26,19,7,4,10,1,726,720,FALSO,FALSO,73.08,806567360.00,2189254140.00,708768897.41,1207213842.62,1457365280000000000.00,3369187300000000000.00,15324778297,15324778297,11092.47,1003.34,2,8820778297,0.00,17658152.00,35316305.00,N
91.84,91.84,50.02,50.02,28,14,14,2,27,0,16,4,FALSO,FALSO,50.00,488000032.00,488000000.00,503709818.84,503709808.75,253723578000000000.00,253723578000000000.00,6832000000,6832000000,1269.11,1005.83,3,2487000000,3205.00,25299.00,77224.00,N
96.62,96.62,43.48,43.48,80,40,40,40,42,0,21,13,FALSO,FALSO,50.00,140825024.00,140824992.00,185106836.44,185106850.53,34264549000000000.00,34264540400000000.00,5633000000,5633000000,911.49,787.34,3,602000000,1626.00,11645.00,46803.00,N
84.88,84.88,18.90,18.90,74,37,37,4,40,0,69,19,FALSO,FALSO,50.00,33189182.00,33189182.00,17776141.77,17776141.77,315991146000000.00,315991146000000.00,1228000000,1228000000,127.19,123.65,4,36000000,1781.00,18029.00,78601.00,N
97.78,56.00,62.72,71.76,160,155,5,137,7,0,2294,2294,FALSO,VERO,96.88,242129648.00,85400000.00,316780987.68,133269051.17,17760640000000000.00,42324820000000000.00,427000000,37530101000,10716.57,2461.99,4,424000000,98432.00,26945093.00,71013408.00,N
86.08,88.09,64.26,63.35,48,25,23,22,20,0,96,83,FALSO,FALSO,52.08,59520004.00,64695664.00,80165390.36,83707791.33,7006994300000000.00,7033781500000000.00,1488000000,1488000000,16.31,12.04,10,300000000,0.00,54550.00,221621.00,N
49.79,93.63,58.06,32.37,188,169,19,38,19,0,75,50,FALSO,VERO,89.89,8988205.00,79000000.00,17311960.88,45438217.16,2064631720000000.00,6966282300000000.00,1501000000,1519000000,193.26,225.39,7,181000000,514.00,53241.00,272039.00,N
0.00,16.53,0.00,8.10,211,200,11,199,1,0,11,11,VERO,VERO,94.79,1000000.00,9181818.00,0.00,2587318.09,6694215100000.00,73636359000000.00,101000000,200000000,0.88,1.87,200,1000000,11515.00,11515.00,11515.00,N
96.88,75.00,77.63,52.72,36,32,4,10,7,0,684,683,FALSO,FALSO,88.89,36384420000.00,291075391000.00,75176126865.77,290626812897.56,84463950000000000000000.00,149331430000000000000000.00,1164301463578,1164301463578,152675.16,37392.19,3,749592220067,142206.00,253943.00,383639.00,N
90.74,89.97,24.76,25.94,35,18,17,18,17,0,20,19,FALSO,FALSO,51.43,13277778.00,14058824.00,5951708.96,6485010.66,42055368000000.00,42665400000000.00,239000000,239000000,39.75,18.73,3,69000000,2848.00,34692.00,120280.00,N
88.73,66.67,51.02,25.01,95,92,3,92,5,0,123,122,FALSO,FALSO,96.84,59184840.00,1815000060.00,59538064.30,838573813.66,703206060000000000.00,3786092700000000000.00,5445000000,5445000000,502.79,435.03,2,2775000000,32770.00,1073272.00,2113774.00,N
59.19,85.71,93.75,81.67,108,101,7,101,12,0,1359,1168,FALSO,VERO,93.52,183366.34,2586285.80,1681717.42,5885655.35,34640937100000.00,40414963000000.00,18104000,18520000,63.40,1.26,13,17000000,33322402.00,43322177.00,53321953.00,N
39.89,80.56,19.94,56.57,58,46,12,38,16,2,1132,1131,FALSO,FALSO,79.31,1261931.50,4837404.00,604033.57,6540846.33,42782668000000.00,55566672000000.00,58048848,58048848,318.81,7.56,3,25000000,29439.00,17594355.00,58464771.00,N
97.44,95.83,56.73,46.32,65,41,24,40,39,0,803,591,FALSO,FALSO,63.08,735838530.00,1257057540.00,924470145.10,1215848432.60,1478287340000000000.00,1749956730000000000.00,30169383202,30169383202,5129.56,2722.07,2,3649000000,0.00,584170.00,4394810.00,N
77.22,86.00,7.18,70.98,51,41,10,24,11,0,114,93,FALSO,FALSO,80.39,95536568.00,391699936.00,20048839.83,827440227.95,684657230000000000.00,772370080000000000.00,3917000000,3917000000,144.22,81.34,2,2766000000,2989.00,207388.00,1502335.00,N
98.79,98.80,56.55,55.58,233,121,112,120,109,0,63,60,FALSO,VERO,51.93,419479424.00,453187584.00,466607891.78,489335726.51,239449409000000000.00,240585617000000000.00,50757000000,50757000000,2712.69,2333.94,15,5968000000,49.00,19076.00,236474.00,N
97.57,97.39,40.79,39.74,85,43,42,43,55,0,25,10,FALSO,FALSO,50.59,215023280.00,220142880.00,157271868.20,156452726.99,24477456700000000.00,24503664600000000.00,9246000000,9246000000,1775.67,1689.27,4,248000000,3081.00,12148.00,72023.00,N
91.00,90.63,14.84,14.20,36,20,16,4,23,1,23,10,FALSO,FALSO,55.56,97700008.00,122125008.00,29740712.84,35147679.51,1235359430000000.00,1831939510000000.00,1954000000,1954000000,359.03,358.44,2,205000000,1000.00,17319.00,52941.00,N
94.29,94.44,21.76,22.63,151,76,75,17,96,0,29,19,FALSO,VERO,50.33,58855264.00,59640000.00,25596928.24,26853995.36,721136950000000.00,721752950000000.00,4473000000,4473000000,849.68,835.69,6,181000000,1181.00,11507.00,56583.00,N
93.33,93.33,63.88,63.88,30,15,15,15,22,0,56,31,FALSO,FALSO,50.00,849608130.00,849608060.00,1267993873.92,1267993866.80,1607808570000000000.00,1607808570000000000.00,12744121180,12744121180,1949.02,2186.42,2,5065856130,3257.00,26886.00,82420.00,N
88.76,88.76,34.24,34.24,26,13,13,13,17,0,75,3,FALSO,FALSO,50.00,314886496.00,314886496.00,201734440.30,201734440.30,40696782000000000.00,40696782000000000.00,4093524175,4093524175,505.16,479.30,2,506000000,1050.00,16220.00,82374.00,N
98.91,66.67,36.19,63.62,95,92,3,92,3,0,2165,2164,FALSO,FALSO,96.84,8874345.00,272146656.00,7721011.19,360421974.65,129904000000000000.00,199216268000000000.00,816439907,816439907,11786.80,126.04,5,783946030,68432046.00,68432046.00,68432046.00,N
88.45,56.00,51.89,78.51,216,211,5,211,1,0,55,54,FALSO,VERO,97.69,6241702.00,263399984.00,6648476.59,505525700.17,255556223000000000.00,321686660000000000.00,1317000000,1317000000,14.22,5.22,16,1317000000,85485.00,85485.00,85485.00,N
0.14,0.57,3.24,7.60,2858,1461,1397,55,3,3,54,13,VERO,VERO,51.12,1033519.70,1080870.90,1281510.86,1987408.37,3949694810000.00,3951986210000.00,1510000000,1510000000,4.94,4.90,150,32000000,0.00,547.00,119359.00,N
95.13,81.63,90.57,67.07,40,33,7,29,12,0,447,447,FALSO,FALSO,82.50,235106928.00,1302196480.00,943624450.40,1876284783.99,3520444920000000000.00,4659124400000000000.00,9115375053,7758529101,952.54,387.36,4,5649706797,698315.00,698315.00,698315.00,N
95.42,95.68,66.89,64.25,172,147,25,139,13,0,750,749,FALSO,VERO,85.47,169285.72,995400.00,439723.37,1300694.89,1691807650000.00,2374271760000.00,24885000,24885000,9.05,1.78,13,10095000,329292.00,5234146.00,10139000.00,N
92.58,66.67,28.34,15.82,35,32,3,32,5,0,2247,2243,FALSO,FALSO,91.43,123375000.00,716333310.00,102753875.79,217171719.05,47163556000000000.00,398763181000000000.00,2149000000,3948000001,299.66,511.89,2,1015000000,931.00,28013.00,74084.00,N
84.89,83.95,1.69,34.13,65,56,9,12,16,0,1510,1510,FALSO,FALSO,86.15,102008640.00,381473696.00,4762928.33,242752816.72,58928927000000000.00,137029643000000000.00,3433263317,5712484217,2117.29,1268.87,2,911957153,85218.00,14855127.00,44297905.00,N
97.07,96.67,36.23,39.23,76,46,30,46,49,1,34,20,FALSO,FALSO,60.53,187232992.00,287090560.00,128005013.51,216079235.99,46690233000000000.00,56661760000000000.00,8612716277,8612716277,894.76,829.69,4,779000000,133.00,10741.00,107515.00,N
0.00,0.00,0.00,0.00,2,1,1,0,1,0,68,68,FALSO,FALSO,50.00,109831312.00,2322973950.00,0.00,0.00,0.00,4897999900000000000.00,2322974005,109831309,0.00,4.25,1,2322974005,3185930.00,3185930.00,3185930.00,N
66.56,66.56,41.96,41.96,50,25,25,24,39,0,222,172,FALSO,FALSO,50.00,38428800.00,38428800.00,56848318.06,56848318.06,3231731230000000.00,3231731230000000.00,960720000,960720000,144.99,126.69,2,307720000,0.00,252084.00,4317957.00,N
86.80,88.50,44.67,48.29,126,86,40,85,54,1,82,50,FALSO,VERO,68.25,3302639870.00,7100675600.00,2824308268.45,7065365258.47,49919380000000000000.00,64344463000000000000.00,284027000000,284027000000,10338.53,8593.71,6,35000000000,0.00,23647.00,131730.00,N
98.21,90.91,33.77,62.70,67,56,11,56,20,0,548,538,FALSO,FALSO,83.58,82920464.00,422140544.00,53510520.29,540347610.90,291975553000000000.00,407045836000000000.00,4643546273,4643546273,433.95,284.84,1,1552775930,3994.00,315253.00,811916.00,N
99.22,87.50,28.43,54.91,137,129,8,25,10,0,594,585,FALSO,VERO,94.16,386492928.00,6232197100.00,336792874.57,6557943039.05,43006620000000000000.00,77178880000000000000.00,49857581376,49857581376,5832.14,3799.01,2,31815812513,3670.00,687212.00,2100873.00,N
0.00,15.28,0.00,22.92,28,16,12,16,12,5,85,84,FALSO,FALSO,57.14,1000000.00,1333333.40,0.00,1105541.56,1222222150000.00,1333333330000.00,16000000,16000000,0.57,0.14,6,5000000,0.00,99283.00,595055.00,N
95.75,75.00,78.83,50.97,68,64,4,31,5,0,643,642,FALSO,FALSO,94.12,78171872.00,1250749950.00,267382714.90,1202986132.38,1447175690000000000.00,2822114850000000000.00,5003000000,5003000000,1466.19,624.19,13,3001000000,4840.00,3712780.00,11055731.00,N
87.20,87.20,68.32,68.32,34,17,17,15,30,0,57,19,FALSO,FALSO,50.00,75058824.00,75058824.00,112905204.96,112905204.96,12747585300000000.00,12747585300000000.00,1276000000,1276000000,196.49,187.41,2,110000000,2960.00,33326.00,138978.00,N
0.00,83.33,0.00,44.89,7,1,6,0,12,0,263,263,FALSO,FALSO,14.29,113728096.00,811441730.00,0.00,662771210.19,439265650000000000.00,926069990000000000.00,4868650533,113728100,501.26,3.98,1,1743674798,2199949.00,2199949.00,2199949.00,N
31.22,0.00,13.08,NaN,32,31,1,12,0,0,12,12,FALSO,FALSO,96.88,1193548.40,0.00,395078.99,0.00,0.00,1424557740000.00,0,37000000,0.00,2.59,6,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
64.10,0.00,44.60,0.00,32,31,1,10,1,0,1535,1533,FALSO,FALSO,96.88,5225806.50,90000000.00,4498814.66,0.00,0.00,7186663500000000.00,90000000,162000002,0.00,8.74,3,90000000,379768.00,379768.00,379768.00,N
94.44,91.67,26.81,40.77,36,24,12,24,20,0,579,573,FALSO,FALSO,66.67,351666688.00,703333380.00,177568687.81,627803787.53,394137638000000000.00,517806995000000000.00,8440000000,8440000000,1422.74,827.13,2,2582000000,47791.00,177027.00,435704.00,N
97.45,95.70,34.10,52.60,176,144,32,144,53,0,916,812,FALSO,VERO,81.82,67649720.00,304423712.00,55257802.12,360594001.12,130028039000000000.00,186089903000000000.00,9741558427,9741558427,2910.59,1486.48,3,1794000000,1520.00,745963.00,6256076.00,N
